Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Rating
Corpse Party: Back to School Edition,3DS,2016.0,Adventure,Xseed Games,0.05,0.0,0.0,0.01,0.06,Unknown,0
Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995.0,Adventure,Yumedia,0.0,0.0,0.06,0.0,0.06,Unknown,0
Kelly Slater's Pro Surfer,GC,2002.0,Sports,Activision,0.05,0.01,0.0,0.0,0.06,Treyarch,0
I Am In The Movie,PSP,2012.0,Simulation,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
Zoo Tycoon: Complete Collection,PC,2003.0,Strategy,Microsoft Game Studios,0.03,0.02,0.0,0.01,0.06,Blue Fang Games,0
Trapt,PS2,2005.0,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,Paon Corporation,1
Splat Renegade Paintball,XB,2005.0,Sports,Take-Two Interactive,0.04,0.01,0.0,0.0,0.06,Cat Daddy Games,2
Lord of Magna: Maiden Heaven,3DS,2014.0,Role-Playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06,Marvelous Inc.,2
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013.0,Shooter,Activision,0.0,0.06,0.0,0.0,0.06,Behaviour Interactive,3
Metal Max 4: Gekkou no Diva,3DS,2013.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,Unknown,0
Magi: Aratanaru Sekai,3DS,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
Worms 3D,XB,2003.0,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,Team 17,2
Playmobil Knights,DS,2009.0,Action,Mindscape,0.04,0.01,0.0,0.0,0.06,Dreamcatcher,0
MXGP 2,XOne,2016.0,Racing,Milestone S.r.l.,0.03,0.02,0.0,0.01,0.06,Unknown,0
PoPoLoCrois,PSP,2005.0,Role-Playing,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,G-Artists,0
Dragon Rage,PS2,2001.0,Shooter,3DO,0.03,0.02,0.0,0.01,0.06,3DO,2
Theresia...,DS,2008.0,Adventure,Arc System Works,0.05,0.0,0.0,0.0,0.06,WorkJam,1
Sacred 2: Fallen Angel,PC,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06,"Ascaron Entertainment GmbH, Ascaron Entertainment",1
Dance Sensation!,Wii,2010.0,Misc,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,Unknown,0
Adventure Time: The Secret of the Nameless Kingdom,X360,2014.0,Action,Little Orbit,0.0,0.05,0.0,0.0,0.06,WayForward,3
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,Konami,0
Raw Danger! (JP sales),PS2,2006.0,Action,505 Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
Archer Maclean Presents: Pool Paradise,PS2,2004.0,Sports,Ignition Entertainment,0.03,0.02,0.0,0.01,0.06,Unknown,0
Jumper: Griffin's Story,X360,2008.0,Action,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,Red Tribe,2
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006.0,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06,Unknown,0
Utawarerumono: Itsuwari no Kamen,PS4,2015.0,Adventure,Aqua Plus,0.0,0.0,0.06,0.0,0.06,Unknown,0
pro evolution soccer 2011,PC,2010.0,Sports,Konami Digital Entertainment,0.0,0.05,0.0,0.01,0.06,Konami,0
Backyard Skateboarding 2006,GBA,2004.0,Sports,Atari,0.04,0.02,0.0,0.0,0.06,Unknown,0
Syndicate,PC,1992.0,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Unknown,0
Tron 2.0: Killer App,XB,2004.0,Action,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.06,Climax Group,2
Steins;Gate: Hiyoku Renri no Darling,PSP,2012.0,Action,5pb,0.0,0.0,0.06,0.0,0.06,Unknown,0
Call of Duty: The War Collection,X360,2010.0,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,"Treyarch, Infinity Ward",1
Gegege no Kitarou: Youkai Daigekisen,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
Dig Dug: Digging Strike,DS,2005.0,Puzzle,Atari,0.05,0.0,0.0,0.0,0.06,Bullets,0
FIFA Soccer 07,DS,2006.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.06,Unknown,0
Emblem of Gundam,DS,2008.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
The Fast and the Furious,PS2,2006.0,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,Eutechnyx,2
Satisfashion,DS,2010.0,Misc,Destineer,0.05,0.0,0.0,0.0,0.06,Unknown,0
Imagine: Resort Owner,DS,2010.0,Strategy,Ubisoft,0.05,0.0,0.0,0.0,0.06,Magic Pockets,0
G-Police: Weapons of Justice,PS,1999.0,Action,Psygnosis,0.03,0.02,0.0,0.0,0.06,Unknown,0
Paws & Claws: Pampered Pets 2,DS,2011.0,Simulation,THQ,0.05,0.0,0.0,0.0,0.06,Unknown,0
Policenauts,3DO,1995.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Unknown,0
All Kamen Rider: Rider Generation 2,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
Killing Zone,PS,1996.0,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06,Unknown,0
Adventures of Lolo,NES,1989.0,Puzzle,HAL Laboratory,0.06,0.0,0.0,0.0,0.06,Unknown,0
Quiz! Hexagon II,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
Vampire Rain: Altered Species,PS3,2008.0,Action,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,Artoon,1
The History Channel: Battle for the Pacific,X360,2007.0,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,Cauldron Ltd.,2
BlazBlue Central Fiction,PS3,2016.0,Fighting,PQube,0.02,0.02,0.02,0.01,0.06,Arc System Works,2
Racing Gears Advance,GBA,2004.0,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,"Orbital Media, Inc.",0
Syphon Filter: Logan's Shadow,PS2,2010.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,Sony Bend,2
NTRA Breeders' Cup World Thoroughbred Championships,XB,2005.0,Simulation,Bethesda Softworks,0.04,0.01,0.0,0.0,0.06,Unknown,0
Mayhem 3D,PS3,2011.0,Racing,Evolved Games,0.05,0.0,0.0,0.01,0.06,"Left Field Productions, Zoo Games",3
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008.0,Misc,Paon,0.0,0.0,0.06,0.0,0.06,Unknown,0
Toy Soldiers: War Chest,XOne,2015.0,Action,Ubisoft,0.05,0.0,0.0,0.01,0.06,Krome Studios,0
Tanjou S Debut,SAT,1996.0,Simulation,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,Unknown,0
Inversion,X360,2012.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,Saber Interactive,1
Nendoroid Generation,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993.0,Platform,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Unknown,0
Need for Speed: Shift,PC,2009.0,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Slightly Mad Studios,0
Mercury Meltdown,PSP,2006.0,Action,Atari,0.05,0.0,0.0,0.01,0.06,Ignition Entertainment,0
Exist Archive: The Other Side of the Sky,PSV,2015.0,Role-Playing,Aksys Games,0.01,0.0,0.05,0.0,0.06,Tri-Ace,2
Zoo Tycoon 2,PC,2004.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,Blue Fang Games,0
Broken Helix,PS,1997.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.06,Unknown,0
Crazy Chicken: Pharaoh's Treasure,DS,2007.0,Puzzle,Phenomedia,0.05,0.0,0.0,0.0,0.06,Unknown,0
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,Unknown,0
Brave: A Warrior's Tale,X360,2009.0,Action,SouthPeak Games,0.05,0.01,0.0,0.0,0.06,Collision Studios,3
Myst III: Exile,XB,2002.0,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.06,Presto Studios,0
Hajime no Ippo Portable: Victorious Spirits,PSP,2007.0,Fighting,Grand Prix Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
CMT Presents: Karaoke Revolution Country,PS2,2006.0,Misc,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,Harmonix Music Systems,3
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007.0,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06,Unknown,0
Rooms: The Main Building,Wii,2010.0,Adventure,Hudson Soft,0.05,0.0,0.0,0.0,0.06,Hudson Entertainment,0
Brave: A Warrior's Tale,Wii,2009.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,Collision Studios,3
Jumble Madness,DS,2009.0,Puzzle,Destineer,0.06,0.0,0.0,0.0,0.06,Anino Entertainment,3
Brain Quest: Grades 3 & 4,DS,2008.0,Misc,Electronic Arts,0.05,0.0,0.0,0.0,0.06,Unknown,0
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008.0,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06,Unknown,0
Vitamin X to Z,PSP,2011.0,Adventure,D3Publisher,0.0,0.0,0.06,0.0,0.06,Unknown,0
Fatal Frame,XB,2002.0,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.06,Tecmo,2
Urban Chaos: Riot Response,PS2,2006.0,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,Rocksteady Studios,1
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006.0,Shooter,Ubisoft,0.03,0.02,0.0,0.01,0.06,Ubisoft Shanghai,2
Jacqueline Wilson's Tracy Beaker: The Game,DS,2009.0,Misc,P2 Games,0.0,0.05,0.0,0.0,0.06,Unknown,0
Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,1991.0,Action,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Unknown,0
Ivy the Kiwi?,Wii,2010.0,Puzzle,Rising Star Games,0.04,0.02,0.0,0.0,0.06,Prope,0
Resident Evil 2,GC,2003.0,Action,Capcom,0.04,0.01,0.0,0.0,0.06,Capcom,1
Honeycomb Beat,DS,2006.0,Puzzle,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,Hudson,0
Real Bout Garou Densetsu Special: Dominated Mind,PS,1998.0,Fighting,SNK,0.0,0.0,0.05,0.0,0.06,Unknown,0
Minna no Sukkiri,PSP,2009.0,Sports,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06,Unknown,0
Catwoman,XB,2004.0,Action,Electronic Arts,0.04,0.01,0.0,0.0,0.06,EA Games,2
Aquarium by DS,DS,2008.0,Simulation,Mercury Games,0.05,0.0,0.0,0.0,0.06,Unknown,0
Winter Sports 2: The Next Challenge,DS,2008.0,Sports,RTL,0.04,0.02,0.0,0.0,0.06,49Games,0
Chaos Rings III,PSV,2014.0,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06,Unknown,0
Top Gun: Hard Lock,X360,2012.0,Action,505 Games,0.03,0.02,0.0,0.0,0.06,505 Games,2
Kamen Rider: Battride War Genesis,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
Warriors Orochi 2,X360,2008.0,Action,Tecmo Koei,0.04,0.0,0.01,0.0,0.06,Omega Force,2
Mana Khemia: Alchemists of Al-Revis,PS2,2007.0,Role-Playing,Nippon Ichi Software,0.03,0.02,0.0,0.01,0.06,Gust,3
Burning Rangers,SAT,1998.0,Platform,Sega,0.0,0.0,0.06,0.0,0.06,Unknown,0
Street Fighter V,PC,2016.0,Fighting,Capcom,0.0,0.05,0.0,0.0,0.06,Capcom,2
The Amazing Spider-Man 2 (2014),WiiU,2014.0,Action,Activision,0.03,0.02,0.0,0.0,0.06,Unknown,0
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010.0,Action,Takara Tomy,0.0,0.0,0.06,0.0,0.06,Unknown,0
Samurai Warriors 4: Empires,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,Omega Force,2
Interplay Sports Baseball 2000,PS,1999.0,Sports,Interplay,0.03,0.02,0.0,0.0,0.06,Unknown,0
Zone of the Enders: The Fist of Mars,GBA,2001.0,Role-Playing,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,WinkySoft,0
Animorphs: Shattered Reality,PS,2000.0,Action,Infogrames,0.03,0.02,0.0,0.0,0.06,SingleTrac,0
Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Unknown,0
Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002.0,Sports,DigiCube,0.0,0.0,0.06,0.0,0.06,Unknown,0
MX vs. ATV Supercross Encore,PS4,2015.0,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06,Rainbow Studios,0
Gun Showdown,PSP,2006.0,Action,Activision,0.05,0.0,0.0,0.01,0.06,"Rebellion, Neversoft Entertainment",1
Terminator 3: Rise of the Machines,GBA,2003.0,Action,Atari,0.04,0.02,0.0,0.0,0.06,Taniko,2
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006.0,Misc,Sega,0.0,0.0,0.06,0.0,0.06,Unknown,0
G1 Jockey 2,PS2,2000.0,Sports,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,Unknown,0
Tiger Woods PGA Tour 08,DS,2007.0,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06,Exient Entertainment,0
Constantine,XB,2005.0,Action,SCi,0.04,0.01,0.0,0.0,0.06,Bits Studios,1
Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,Ubisoft,0.04,0.01,0.0,0.0,0.06,Ubisoft Montreal,1
Senritsu no Stratus,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Unknown,0
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009.0,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06,Unknown,0
Gormiti: The Lords of Nature!,DS,2010.0,Adventure,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,Unknown,0
Monkey Island: Special Edition Collection,X360,2011.0,Adventure,Activision,0.0,0.05,0.0,0.01,0.06,Unknown,0
Samurai Shodown Anthology,Wii,2008.0,Fighting,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,SNK Playmore,2
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007.0,Shooter,THQ,0.01,0.04,0.0,0.01,0.06,GSC Game World,1
Nanostray,DS,2005.0,Shooter,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06,Shin'en,0
Wantame Fortune Channel,DS,2007.0,Misc,Capcom,0.0,0.0,0.06,0.0,0.06,Unknown,0
Atari's Greatest Hits: Volume 2,DS,2011.0,Misc,Atari,0.05,0.0,0.0,0.0,0.06,Unknown,0
Evangelion: Jo,PSP,2009.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
Bleach: Blade Battlers 2nd,PS2,2007.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06,Unknown,0
Samurai Jack: The Shadow of Aku,PS2,2004.0,Action,Sega,0.03,0.02,0.0,0.01,0.06,Adrenium,2
Men in Black The Series: Crashdown,PS,2001.0,Shooter,Infogrames,0.03,0.02,0.0,0.0,0.06,Unknown,0
Kamen Rider Kabuto,PS2,2006.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
Tropico 5,X360,2014.0,Simulation,Kalypso Media,0.03,0.02,0.0,0.0,0.06,Haemimont,2
Winx Club: Quest for the Codex,DS,2006.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.06,Powerhead Games,0
Zero Divide,PS,1995.0,Fighting,Ocean,0.03,0.02,0.0,0.0,0.06,Unknown,0
FIFA Street,GC,2005.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,Unknown,0
Tsugunai: Atonement,PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0.0,0.06,Cattle Call,2
Rugby World Cup 2015,PS4,2015.0,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06,HB Studios Multimedia,0
Real Soccer 2009,DS,2008.0,Sports,Ubisoft,0.05,0.0,0.0,0.0,0.06,Ubisoft,0
Lost Kingdoms II,GC,2003.0,Role-Playing,Activision,0.04,0.01,0.0,0.0,0.06,From Software,2
Aggressive Inline,GC,2002.0,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.06,"Z-Axis, Ltd.",2
Viewtiful Joe: Red Hot Rumble,GC,2005.0,Action,Capcom,0.04,0.01,0.0,0.0,0.06,Clover Studio,2
ZombiU,PS4,2016.0,Action,Ubisoft,0.0,0.04,0.01,0.01,0.06,Unknown,0
Blade Dancer: Lineage of Light,PSP,2006.0,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06,Hit Maker,3
Hakuoki: Stories of the Shinsengumi,PS3,2010.0,Adventure,Idea Factory,0.03,0.0,0.03,0.01,0.06,Design Factory,1
X-Men: Destiny,DS,2011.0,Action,Activision,0.05,0.01,0.0,0.0,0.06,Silicon Knights,3
Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,Unknown,0
Rugby World Cup 2015,PS3,2015.0,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06,HB Studios Multimedia,0
The Sims 2: University,PC,2005.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06,Maxis,2
Pheasants Forever Wingshooter,Wii,2010.0,Shooter,Unknown,0.03,0.02,0.0,0.0,0.06,High Voltage Software,2
Generation of Chaos,PSP,2005.0,Role-Playing,Midas Interactive Entertainment,0.05,0.0,0.0,0.0,0.06,Idea Factory,2
Pro Yaky? Spirits 2012,PSV,2012.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Unknown,0
SD Gundam G Generation Wars,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
Broken Sword II: The Smoking Mirror,PS,1997.0,Adventure,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06,Unknown,0
Pump It Up: Exceed,PS2,2005.0,Misc,Mastiff,0.03,0.02,0.0,0.01,0.06,Andamiro U.S.A. Corp.,2
World Championship Athletics,Wii,2009.0,Sports,DTP Entertainment,0.04,0.01,0.0,0.0,0.06,Crave,0
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.06,0.0,0.06,Unknown,0
Tokyo Twilight Ghost Hunters,PS3,2014.0,Role-Playing,Aksys Games,0.03,0.0,0.02,0.01,0.06,TOYBOX,2
Wreckless: ThE YaKuza MisSiOns,GC,2002.0,Racing,Activision,0.04,0.01,0.0,0.0,0.06,Stealth Studios,2
MotorStorm RC,PSV,2012.0,Racing,Sony Computer Entertainment,0.0,0.04,0.0,0.01,0.06,Evolution Studios,0
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007.0,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,Unknown,0
TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004.0,Racing,Codemasters,0.03,0.02,0.0,0.01,0.06,Unknown,0
Dr. Muto,XB,2002.0,Platform,Midway Games,0.04,0.01,0.0,0.0,0.06,Midway,2
Harry Potter and the Sorcerer's Stone,PC,2001.0,Action,Electronic Arts,0.01,0.04,0.0,0.01,0.06,KnowWonder,0
Girls RPG: Cinderellife,3DS,2012.0,Role-Playing,Level 5,0.0,0.0,0.06,0.0,0.06,Unknown,0
Scrabble Blast!,GBA,2005.0,Misc,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.06,Unknown,0
Scurge: Hive,DS,2006.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,"Orbital Media, Inc.",3
Fate/Stay Night [Réalta Nua],PSV,2012.0,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,Unknown,0
Remember Me,PC,2013.0,Action,Capcom,0.0,0.05,0.0,0.0,0.06,DONTNOD Entertainment,1
Gintama no Sugoroku,PSP,2013.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
The Lord of the Rings: Aragorn's Quest,PS2,2010.0,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06,TT Fusion,3
Doraemon 4: Nobita to Toki no Okoku,SNES,1995.0,Platform,Epoch,0.0,0.0,0.06,0.0,0.06,Unknown,0
Myst,SAT,1994.0,Adventure,Sunsoft,0.0,0.0,0.06,0.0,0.06,Unknown,0
Miracle Girls Festival,PSV,2015.0,Misc,Sega,0.0,0.0,0.06,0.0,0.06,Unknown,0
Toaru Kagaku no Chou Denjihou,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,Unknown,0
Starwinder: The Ultimate Space Race,PS,1996.0,Racing,Mindscape,0.03,0.02,0.0,0.0,0.06,Unknown,0
Challenge Me: Brain Puzzles 2,Wii,2010.0,Puzzle,O-Games,0.0,0.05,0.0,0.0,0.06,O-Games,0
Angelique Trois,PS2,2000.0,Adventure,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,Unknown,0
Zendoku,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,Zoonami Ltd.,0
Dance Dance Revolution: Mario Mix (JP sales),GC,2005.0,Simulation,Nintendo,0.0,0.0,0.05,0.0,0.06,Unknown,0
Winx Club: Mission Enchantix,DS,2008.0,Adventure,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.06,Powerhead Games,0
FIFA Soccer 06,DS,2005.0,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06,Unknown,0
A-Train 6,PS2,2000.0,Strategy,Midas Interactive Entertainment,0.0,0.0,0.06,0.0,0.06,Unknown,0
Meitantei Conan: Tantei Ryoku Trainer,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
MotoGP,GBA,2002.0,Racing,THQ,0.04,0.01,0.0,0.0,0.06,Visual Impact,0
Dino Pets,DS,2009.0,Simulation,Avanquest,0.05,0.0,0.0,0.0,0.06,Destineer,0
ESPN International Winter Sports 2002,PS2,2002.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,Konami,0
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Unknown,0
KimiKiss (ebKore+),PS2,2008.0,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06,Unknown,0
Champion Jockey: G1 Jockey & Gallop Racer,X360,2011.0,Sports,Tecmo Koei,0.0,0.05,0.0,0.01,0.06,Unknown,0
Gold and Glory: The Road to El Dorado,PS,2000.0,Adventure,Ubisoft,0.03,0.02,0.0,0.0,0.06,Revolution Software,0
Choro Q Marine: Q Boat,PS,1998.0,Racing,Takara,0.0,0.0,0.05,0.0,0.06,Unknown,0
NBA Live 07,XB,2006.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,EA Sports,0
Caligula,PSV,2016.0,Role-Playing,FuRyu,0.0,0.0,0.06,0.0,0.06,Aquria,0
BattleBots: Beyond the BattleBox,GBA,2002.0,Action,Vivendi Games,0.04,0.01,0.0,0.0,0.06,Cave Barn,0
Yuugen Gaisha Brave Company,3DS,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
Diva Girls: Divas on Ice,DS,2009.0,Sports,505 Games,0.05,0.0,0.0,0.0,0.06,Arc System Works,0
Handball 16,PS4,2015.0,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.06,EKO Software,0
Ken to Mahou to Gakuen Mono. 3D,3DS,2011.0,Role-Playing,Acquire,0.0,0.0,0.06,0.0,0.06,Unknown,0
Mighty Beanz: Pocket Puzzles,GBA,2004.0,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.06,Radius9,0
Dreamer Series: Babysitter,DS,2009.0,Simulation,Deep Silver,0.05,0.0,0.0,0.0,0.06,Zig Zag,0
Samurai Warriors 4: Empires,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,Omega Force,2
Ride to Hell,X360,2013.0,Racing,Deep Silver,0.04,0.01,0.0,0.01,0.06,"Eutechnyx, Deep Silver",1
The King of Fighters '96,NG,1996.0,Fighting,SNK,0.0,0.0,0.06,0.0,0.06,Unknown,0
Nobunaga no Yabou: Souzou,PS4,2014.0,Strategy,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,Unknown,0
Friends: The One with All the Trivia,PS2,2005.0,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06,Artech Studios,2
Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008.0,Simulation,Creative Core,0.0,0.0,0.06,0.0,0.06,Unknown,0
Backyard NFL Football '08,PS2,2007.0,Sports,Atari,0.03,0.02,0.0,0.01,0.06,Unknown,0
The Saboteur,PC,2009.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Pandemic Studios,1
Gunbird,SAT,1995.0,Shooter,Atlus,0.0,0.0,0.06,0.0,0.06,Unknown,0
Dream C Club Portable,PSP,2010.0,Simulation,D3Publisher,0.0,0.0,0.06,0.0,0.06,Unknown,0
Hail to the Chimp,X360,2008.0,Misc,Gamecock,0.05,0.0,0.0,0.0,0.06,Wideload Games Inc.,2
Tom Clancy's Rainbow Six 3,GC,2004.0,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.06,Ubisoft Shanghai,1
Elemental Gearbolt,PS,1997.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06,Alfa System,2
Rocket League,PC,2016.0,Sports,505 Games,0.01,0.04,0.0,0.0,0.06,Psyonix,0
Warriors: Legends of Troy,X360,2011.0,Action,Tecmo Koei,0.0,0.04,0.01,0.01,0.06,Unknown,0
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016.0,Misc,Tecmo Koei,0.01,0.0,0.05,0.0,0.06,Unknown,0
WWF Wrestlemania: The Arcade Game,PS,1995.0,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06,Unknown,0
Dungeon Explorer: Warriors of Ancient Arts,DS,2007.0,Role-Playing,Rising Star Games,0.05,0.0,0.0,0.0,0.06,Amble,3
Cabela's Big Game Hunter 2005 Adventures,GBA,2004.0,Sports,Activision,0.04,0.01,0.0,0.0,0.06,Unknown,0
